Titulo,Precio,Precio Oferta,Editorial,Descuento,Formato,Autor,URL Libro,Idioma,Pagínas,ISBN,Origen,Encuadernación,Año,Dimen Largo,Dimen Ancho,Genero,Total Reviews,Valoración,Estado,Unidades,Imagen URL
Isadora Moon en el Castillo Encantado = Isadora Moon Goes on a School Trip,12000,10200,Alfaguara Infantil,0.15,Libro Físico,Harriet Muncaster,https://www.buscalibre.cl/libro-isadora-moon-en-el-castillo-encantado-isadora-moon-goes-on-a-school-trip/9788420486338/p/49017193,Español,128,9788420486338,Chile,Tapa Blanda,2021,20.30,14.00,Con ilustraciones para niños y adolescentes; Cuestiones sobre crecimiento y primeras experiencias; Cuestiones sobre multiculturalismo; Ficción infantil  -  ficción juvenil: fantasía; Ficción infantil y juvenil: general,5,5.0,Libro Nuevo,48,https://images.cdn2.buscalibre.com/fit-in/360x360/d1/fa/d1fa23f798348327804e534f69da3949.jpg
Neuromante Trilogia de Sprawl,17500,13130,Minotauro,0.25,Libro Físico,"Gibson, William",https://www.buscalibre.cl/libro-neuromante-trilogia-de-sprawl/9788445015254/p/54456533,Español,392,9788445015254,Chile,Tapa Blanda,2023,20.00,13.00,Ciencia ficción,0,0.0,Libro Nuevo,29,https://images.cdn1.buscalibre.com/fit-in/360x360/0c/56/0c566e844c90877e97c00bd927827580.jpg
La canción de Aquiles,16490,14020,Alianza Editorial,0.15,Libro Físico,Madeline Miller,https://www.buscalibre.cl/libro-la-cancion-de-aquiles/9788411485166/p/55752497,Español,432,9788411485166,Chile,Tapa Blanda,2024,19.50,13.00,Ficción especulativa; Novelas de amor contemporáneo; Novelas sobre estilos de vida contemporáneos; Sagas y epopeyas antiguas,17,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/62/2a/622a5056bcae6768c6461ea5d156b25c.jpg
El Mundo de Sofia,21990,18690,Siruela,0.15,Libro Físico,Jostein Gaarder,https://www.buscalibre.cl/libro-el-mundo-de-sofia/9788498414516/p/4154958,Español,640,9788498414516,Chile,Tapa Dura,2023,12.50,19.00,Tradiciones y escuelas de pensamiento,47,5.0,Libro Nuevo,56,https://images.cdn3.buscalibre.com/fit-in/360x360/41/a6/41a665cae10e456979c5475375eb9f2d.jpg
Los Dragones del Eden,17900,15220,Critica,0.15,Libro Físico,Carl Sagan,https://www.buscalibre.cl/libro-los-dragones-del-eden/9789569993152/p/53965229,Español,264,9789569993152,Chile,Tapa Blanda,2022,23.00,15.00,Antropología evolutiva; Evolución,14,5.0,Libro Nuevo,75,https://images.cdn2.buscalibre.com/fit-in/360x360/c1/c0/c1c01c184d5c41b8144c0defafcba27d.jpg
Nos Hechiza con su Tiza,14000,11900,Editorial Azafrán,0.15,Libro Físico,Carol Neumann,https://www.buscalibre.cl/libro-nos-hechiza-con-su-tiza/9789560929891/p/53764305,Español,24,9789560929891,Chile,Tapa Dura,2021,22.00,21.00,Con ilustraciones para imaginación y juegos; Literatura juvenil; Material educativo,0,0.0,Libro Nuevo,6,https://images.cdn1.buscalibre.com/fit-in/360x360/48/9e/489e768bd9076aa12801c52ad82c3d45.jpg
Hasta que nos Quedemos sin Estrellas,23500,17630,Planeta,0.25,Libro Físico,Inma Rubiales,https://www.buscalibre.cl/libro-hasta-que-nos-quedemos-sin-estrellas/9789564081267/p/54103119,Español,560,9789564081267,Chile,Tapa Blanda,2022,15.00,23.00,Ficción infantil y juvenil: romántica; Ficción moderna y contemporánea,24,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/7b/44/7b44f3c77d4d4fdc69f833ece344e8f5.jpg
La Metamorfosis Y Otros Relatos,8890,7560,Editorial Alma,0.15,Libro Físico,Franz Kafka,https://www.buscalibre.cl/libro-la-metamorfosis-y-otros-relatos/9788418008542/p/52348102,Español,144,9788418008542,Chile,Tapa Blanda,2020,18.80,12.40,Alemania; Ficción clásica; Filosofía de la ciencia; Filosofía del lenguaje; Filosofía humanista; Historias cortas; Literatura general para jóvenes; Manuales de filosofía y ética; Metodología y filosofía del derecho; Obras de consulta literaria; Temas de la filosofía; Teoría y filosofía de la economía; filosofía para jóvenes,6,5.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/eb/46/eb462da7299989daa5722061c8b57473.jpg
El Mago del Kremlin,19490,16570,Planeta,0.15,Libro Físico,Giuliano Da Empoli,https://www.buscalibre.cl/libro-el-mago-del-kremlin/9789566173335/p/54892487,Español,336,9789566173335,Chile,Tapa Blanda,2023,13.00,0.00,Ficción literaria,1,5.0,Libro Nuevo,15,https://images.cdn1.buscalibre.com/fit-in/360x360/8c/9d/8c9d39fae6a86d828aac0f1e32001193.jpg
"Obras completas Tomo 2: Amortajada, testimonio autobiográfico, el árbol y Otros",8490,7220,Zig-Zag,0.15,Libro Físico,María Luisa Bombal,https://www.buscalibre.cl/libro-obras-completas-tomo-2-amortajada-testimonio-autobiografico-el-arbol-y-otros/9789561231665/p/49039270,Español,256,9789561231665,Chile,Tapa Blanda,2014,13.00,18.00,Autobiografías; Biografías de escritores; Literatura juvenil: biografías y autobiografías,7,5.0,Libro Nuevo,8,https://images.cdn2.buscalibre.com/fit-in/360x360/0a/44/0a4480df76fa0cba152c457f8658a989.jpg
Martín Rivas,7790,6620,Zig-Zag S.A.,0.15,Libro Físico,Alberto Blest Gana,https://www.buscalibre.cl/libro-martin-rivas/9789561225688/p/54642854,Español,344,9789561225688,Chile,Tapa Blanda,2017,15.00,23.00,Ficción infantil y juvenil: escolar; Novelas históricas alternativas; Novelas sobre estilos de vida contemporáneos; Todos los niveles educativos,1,4.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/b6/01/b6014dbd636c355685a2b7a2a0f302c6.jpg
Formas de Volver a Casa,12000,10200,Anagrama,0.15,Libro Físico,Alejandro Zambra,https://www.buscalibre.cl/libro-formas-de-volver-a-casa/9788433977434/p/38285936,Español,168,9788433977434,Chile,Tapa Blanda,2014,20.50,13.50,Chile; Español latinoamericano; Ficción clásica; Ficción moderna y contemporánea,22,5.0,Libro Nuevo,96,https://images.cdn1.buscalibre.com/fit-in/360x360/25/de/25de901c22297c16b0089a65844ffa70.jpg
Malas Mujeres / Bad Women,20000,17000,Lumen Press,0.15,Libro Físico,María Hesse,https://www.buscalibre.cl/libro-malas-mujeres-bad-women/9788426409690/p/53959558,Español,168,9788426409690,Chile,Tapa Dura,2022,24.70,18.10,"Biografías de personas históricas, políticos y soldados; Colección de biografías; Cómic y novela gráfica americana y británica; Ejercicio profesional del derecho; Feministas; Historia social y cultural; Novela gráfica: historias reales | no ficción",14,5.0,Libro Nuevo,3,https://images.cdn3.buscalibre.com/fit-in/360x360/c9/d3/c9d319a996c3c80338ea146884c8adc5.jpg
Desafiante (Escuadrón 4),20000,17000,Nova,0.15,Libro Físico,Brandon Sanderson,https://www.buscalibre.cl/libro-desafiante-escuadron-4/9789585297524/p/55858261,Español,464,9789585297524,Chile,Tapa Blanda,2024,23.00,15.00,Ficción,6,4.5,Libro Nuevo,3,https://images.cdn1.buscalibre.com/fit-in/360x360/a2/0b/a20bff0c80c381c0894fde5b9adcec1c.jpg
El fin de la Muerte,30120,18070,Penguin Random House,0.40,Libro Físico,Cixin Liu,https://www.buscalibre.cl/libro-el-fin-de-la-muerte/9789585566569/p/55952799,Español,736,9789585566569,Chile,Tapa Blanda,2023,13.00,19.00,Ciencia Ficción,6,5.0,Libro Nuevo,13,https://images.cdn1.buscalibre.com/fit-in/360x360/ce/26/ce2636b466224c32b0c76afc18816252.jpg
Calcetín con rombos man: el origen,10900,9810,Planeta Junior,0.10,Libro Físico,31 minutos,https://www.buscalibre.cl/libro-calcetin-con-rombos-man-el-origen/9789566232780/p/62994422,Español,124,9789566232780,Chile,Tapa Blanda,2024,14.00,20.00,"Infantiles, juveniles y didácticos",0,0.0,Libro Nuevo,95,https://images.cdn3.buscalibre.com/fit-in/360x360/aa/45/aa457a6a6cd5e3f87f4fcaaad7f96d49.jpg
Extasis (Serie Crave 6),26900,22870,Editorial Planeta,0.15,Libro Físico,Tracy Wolff,https://www.buscalibre.cl/libro-extasis-serie-crave-6/9788408278849/p/55382503,Español,768,9788408278849,Chile,Tapa Blanda,2023,23.00,15.00,Ficción moderna y contemporánea,9,5.0,Libro Nuevo,81,https://images.cdn3.buscalibre.com/fit-in/360x360/1a/04/1a041cc73cd7ba6dbfc13e873f26f05c.jpg
21 Lecciones Para el Siglo xxi,15000,11660,Debolsillo,0.22,Libro Físico,Yuval Noah Harari,https://www.buscalibre.cl/libro-21-lecciones-para-el-siglo-xxi/9788466361200/p/53969051,Español,400,9788466361200,Chile,Tapa Blanda,2022,19.30,12.90,Antropología; Geopolítica; Historia general y del mundo; Siglo xxi (c. 2000-c. 2100),0,0.0,Libro Nuevo,84,https://images.cdn2.buscalibre.com/fit-in/360x360/65/ad/65adbd4de0ac6a04d6acf18aa3f048f6.jpg
La Revolucion Solar y sus Atacires,25490,21670,Kier,0.15,Libro Físico,Tito Macia,https://www.buscalibre.cl/libro-la-revolucion-solar-y-sus-atacires/9789501760170/p/52190074,Español,192,9789501760170,Chile,Tapa Blanda,2019,16.00,23.00,Astrología,4,5.0,Libro Nuevo,2,https://images.cdn3.buscalibre.com/fit-in/360x360/3f/10/3f1094407bea4c0ad51db2411b2af9db.jpg
Oráculo de los Ángeles Guía: Libro y 44 Cartas (Adivinación - Tarot -Oráculo),24820,0,Océano,0.00,Libro Físico,Kyle Gray,https://www.buscalibre.cl/libro-oraculo-de-los-angeles-guia-libro-y-44-cartas-adivinacion-tarot-oraculo/9788417851323/p/53979825,Español,120,9788417851323,Chile,Tapa Blanda,2021,,,Cartomancia: adivinación por medio de las cartas,19,5.0,Libro Nuevo,6,https://images.cdn3.buscalibre.com/fit-in/360x360/e9/3f/e93f6fabd4007e3406ef4f03439c2a74.jpg
Crítica de la razón pura,26000,22100,TAURUS,0.15,Libro Físico,Immanuel Kant,https://www.buscalibre.cl/libro-critica-de-la-razon-pura/9788430607099/p/34744075,Español,776,9788430607099,Chile,Tapa Blanda,2013,24.00,15.10,Filosofía,8,5.0,Libro Nuevo,42,https://images.cdn3.buscalibre.com/fit-in/360x360/75/a6/75a6672d8b5a2b15841bcc4d8add1c01.jpg
Sentirse Bien,16900,7610,Aquari,0.55,Libro Físico,David D. Burns,https://www.buscalibre.cl/libro-sentirse-bien/9789566174035/p/54124717,Español,436,9789566174035,Chile,Tapa Blanda,2022,15.00,23.00,Autoayuda y desarrollo personal; Servicios sociales,6,5.0,Libro Nuevo,50,https://images.cdn3.buscalibre.com/fit-in/360x360/78/d0/78d0c7a4997c653d056182bbd91662cb.jpg
Imaginaria,15000,0,Editorial Nass Papier,0.00,Libro Físico,Kristopher Rodas,https://www.buscalibre.cl/libro-imaginaria/9789566380009/p/62004092,Español,232,9789566380009,Chile,Tapa Blanda,2024,21.00,0.00,Ficción urbana; Muerte; Realismo mágico; Vida interior,1,5.0,Libro Nuevo,3,https://images.cdn1.buscalibre.com/fit-in/360x360/15/3e/153e40a89c371f7be6344f253cfc6a36.jpg
La Tristesse du Diable,11000,2200,Editorial Naranja,0.80,Libro Físico,Blair Nughes,https://www.buscalibre.cl/libro-la-tristesse-du-diable/9789807909181/p/53885997,Español,88,9789807909181,Chile,Tapa Blanda,2021,,,Aventuras de ficción,7,4.5,Libro Nuevo,61,https://images.cdn2.buscalibre.com/fit-in/360x360/44/be/44be867ceac60650c3197798a4573aef.jpg
Las Nueve Vidas de Rose Napolitano,17000,5950,Grijalbo,0.65,Libro Físico,Donna Freitas,https://www.buscalibre.cl/libro-las-nueve-vidas-de-rose-napolitano/9789562586030/p/54062219,Español,400,9789562586030,Chile,Tapa Blanda,2022,23.00,15.00,Ficción moderna y contemporánea; Novelas sobre la vida en familia,8,4.0,Libro Nuevo,95,https://images.cdn3.buscalibre.com/fit-in/360x360/68/c1/68c1a94ace1d73ba1721f25750dccd03.jpg
Rodeado de Idiotas,18900,16070,Planeta,0.15,Libro Físico,Thomas Erikson,https://www.buscalibre.cl/libro-rodeado-de-idiotas/9789564084282/p/55672713,Español,312,9789564084282,Chile,Tapa Blanda,2023,15.00,23.00,Autoayuda y desarrollo personal,5,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/ee/25/ee256dbaedfd84f0a45a3c53318f2cbb.jpg
Libera tu magia,17000,14450,AGUILAR,0.15,Libro Físico,Elizabeth Gilbert,https://www.buscalibre.cl/libro-libera-tu-magia/9789588912769/p/47885890,Español,312,9789588912769,Chile,Tapa Blanda,2016,23.00,15.00,"Consejos prácticos en el desarrollo personal; Motivación, autoestima y actitud positiva",47,5.0,Libro Nuevo,41,https://images.cdn3.buscalibre.com/fit-in/360x360/49/0d/490dc5801bfe89f24e21a04196f6312a.jpg
No te Olvidaré (Reminders of Him),20900,15680,Planeta,0.25,Libro Físico,Colleen Hoover,https://www.buscalibre.cl/libro-no-te-olvidare-reminders-of-him/9789564084008/p/55540071,Español,416,9789564084008,Chile,Tapa Blanda,2023,15.00,23.00,Literatura juvenil,15,5.0,Libro Nuevo,85,https://images.cdn1.buscalibre.com/fit-in/360x360/14/f4/14f4ceaa1b5c7d3b52a7e7946a11ad3f.jpg
Choque de reyes (Canción de hielo y fuego 2),18000,15300,Debolsillo,0.15,Libro Físico,George R. R. Martin,https://www.buscalibre.cl/libro-choque-de-reyes-cancion-de-hielo-y-fuego-2/9788466374941/p/56138248,Español,936,9788466374941,Chile,Tapa Blanda,2024,19.30,12.80,Aventuras de ficción,4,5.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/a4/b7/a4b77d92482c020bd448b2919120d6a4.jpg
La senda del perdedor,14000,11900,ANAGRAMA,0.15,Libro Físico,Charles Bukowski,https://www.buscalibre.cl/libro-la-senda-del-perdedor/9788433914699/p/2518322,Español,288,9788433914699,Chile,Tapa Blanda,2018,19.00,12.00,Ficción moderna y contemporánea; Inglés,41,5.0,Libro Nuevo,16,https://images.cdn2.buscalibre.com/fit-in/360x360/5b/29/5b29fb3f04b53abf74f85e9cefd6df12.jpg
Diario de Greg 16. El Número 1,15000,12750,Molino,0.15,Libro Físico,Jeff Kinney,https://www.buscalibre.cl/libro-diario-de-greg-16-el-numero-1/9789878120256/p/53907450,Español,224,9789878120256,Chile,Tapa Blanda,2021,21.00,13.50,Cuestiones sobre crecimiento y primeras experiencias; Ficción infantil y juvenil: acción y aventuras; Ficción infantil y juvenil: comedia; Ficción infantil y juvenil: escolar,14,5.0,Libro Nuevo,7,https://images.cdn2.buscalibre.com/fit-in/360x360/cf/07/cf071f729110fc0126c3aac6c98908bd.jpg
Aprende a Leer en la Escuela de Monstruos,8000,5200,Montena,0.35,Libro Físico,Sally Rippin,https://www.buscalibre.cl/libro-aprende-a-leer-en-la-escuela-de-monstruos/9789566184447/p/55200282,Español,48,9789566184447,Chile,Tapa Blanda,2023,14.00,21.00,"Infantil, Fantasía",0,0.0,Libro Nuevo,9,https://images.cdn1.buscalibre.com/fit-in/360x360/5c/0a/5c0a99597db90c5e581cafd0f17df4be.jpg
Creatividad sa,15000,12750,Conecta,0.15,Libro Físico,Amy Wallace,https://www.buscalibre.cl/libro-creatividad-sa/9786287551152/p/62013965,Español,464,9786287551152,Chile,Tapa Blanda,2024,15.00,23.00,"Desarrollo personal, Creatividad",0,0.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/8f/1d/8f1dac75a2cd0df3d28bbc195bbfffb5.jpg
Soy Feliz,10000,8500,Beascoa,0.15,Libro Físico,Andrea Cardemil,https://www.buscalibre.cl/libro-soy-feliz/9789569598265/p/54378624,Español,16,9789569598265,Chile,Tapa Dura,2022,16.00,16.00,"Con ilustraciones de cuentos; Ficción infantil y juvenil: cuentos, relatos cortos",10,4.5,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/c9/3e/c93e78d1812f29fbd825cc393f7a01f1.jpg
Carrera y familia,22000,18700,TAURUS,0.15,Libro Físico,Claudia Goldin,https://www.buscalibre.cl/libro-carrera-y-familia/9789566275213/p/62879291,Español,456,9789566275213,Chile,Tapa Blanda,2024,15.00,23.00,"No ficción, Psicología",0,0.0,Libro Nuevo,77,https://images.cdn1.buscalibre.com/fit-in/360x360/bf/af/bfafd1cf1e23ea831a291c6abeb914c0.jpg
Folk,24990,20390,Editorial Amanuta Limitada,0.18,Libro Físico,Hanisch Cerda Maya,https://www.buscalibre.cl/libro-folk/9789563643473/p/62879406,Español,40,9789563643473,Chile,Tapa Blanda,2024,29.50,0.00,"Ficción, Drama",0,0.0,Libro Nuevo,6,https://images.cdn2.buscalibre.com/fit-in/360x360/15/a1/15a1a72bac69ea8a1b1b3138405ca8ee.jpg
¿Qué Haría kim k. En mi Lugar?,16000,13600,Plaza & Janés,0.15,Libro Físico,Valle Karina,https://www.buscalibre.cl/libro-que-haria-kim-k-en-mi-lugar/9789566129660/p/55849531,Español,174,9789566129660,Chile,Tapa Blanda,2024,15.00,23.00,Novelas de amor contemporáneo,1,1.0,Libro Nuevo,73,https://images.cdn1.buscalibre.com/fit-in/360x360/7d/4a/7d4a9e59b93aeba8a58f6173ea77079e.jpg
El Elixir Sagrado,15000,7500,Penguin Random House Grupo Editorial,0.50,Libro Físico,Waldo L. Parra,https://www.buscalibre.cl/libro-el-elixir-sagrado/9789566056645/p/53687120,Español,320,9789566056645,Chile,Tapa Blanda,2021,15.00,23.00,Thriller,18,5.0,Libro Nuevo,2,https://images.cdn1.buscalibre.com/fit-in/360x360/a3/42/a342856f19b6cfc99b73c0469efc46dd.jpg
